Date,Unnamed: 1,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Notes
"Tue, Dec 9, 2014",Box Score,Toronto Raptors,101,Cleveland Cavaliers,105,,
"Tue, Dec 9, 2014",Box Score,Portland Trail Blazers,98,Detroit Pistons,86,,
"Tue, Dec 9, 2014",Box Score,Sacramento Kings,95,Los Angeles Lakers,98,,
"Tue, Dec 9, 2014",Box Score,Dallas Mavericks,105,Memphis Grizzlies,114,,
"Tue, Dec 9, 2014",Box Score,New York Knicks,93,New Orleans Pelicans,104,,
"Tue, Dec 9, 2014",Box Score,Milwaukee Bucks,101,Oklahoma City Thunder,114,,
"Tue, Dec 9, 2014",Box Score,Miami Heat,103,Phoenix Suns,97,,
"Tue, Dec 9, 2014",Box Score,San Antonio Spurs,96,Utah Jazz,100,,
"Wed, Dec 10, 2014",Box Score,Philadelphia 76ers,79,Atlanta Hawks,95,,
"Wed, Dec 10, 2014",Box Score,Brooklyn Nets,80,Chicago Bulls,105,,
"Wed, Dec 10, 2014",Box Score,Boston Celtics,87,Charlotte Hornets,96,,
"Wed, Dec 10, 2014",Box Score,New Orleans Pelicans,107,Dallas Mavericks,112,,
"Wed, Dec 10, 2014",Box Score,Miami Heat,82,Denver Nuggets,102,,
"Wed, Dec 10, 2014",Box Score,Houston Rockets,93,Golden State Warriors,105,,
"Wed, Dec 10, 2014",Box Score,Los Angeles Clippers,103,Indiana Pacers,96,,
"Wed, Dec 10, 2014",Box Score,Portland Trail Blazers,82,Minnesota Timberwolves,90,,
"Wed, Dec 10, 2014",Box Score,Washington Wizards,91,Orlando Magic,89,,
"Wed, Dec 10, 2014",Box Score,New York Knicks,95,San Antonio Spurs,109,,
"Thu, Dec 11, 2014",Box Score,Cleveland Cavaliers,94,Oklahoma City Thunder,103,,
"Thu, Dec 11, 2014",Box Score,Houston Rockets,113,Sacramento Kings,109,OT,
"Fri, Dec 12, 2014",Box Score,Orlando Magic,81,Atlanta Hawks,87,,
"Fri, Dec 12, 2014",Box Score,New York Knicks,101,Boston Celtics,95,,
"Fri, Dec 12, 2014",Box Score,Philadelphia 76ers,70,Brooklyn Nets,88,,
"Fri, Dec 12, 2014",Box Score,Portland Trail Blazers,106,Chicago Bulls,115,,
"Fri, Dec 12, 2014",Box Score,Charlotte Hornets,107,Memphis Grizzlies,113,2OT,
"Fri, Dec 12, 2014",Box Score,Oklahoma City Thunder,111,Minnesota Timberwolves,92,,
"Fri, Dec 12, 2014",Box Score,Cleveland Cavaliers,114,New Orleans Pelicans,119,,
"Fri, Dec 12, 2014",Box Score,Detroit Pistons,105,Phoenix Suns,103,,
"Fri, Dec 12, 2014",Box Score,Los Angeles Lakers,112,San Antonio Spurs,110,OT,
